PLU,Style,Colour,Size,EAN,Pick Location,ImageURL,FashBCode
0005212700,lf-181,CHESTNUT,ONE SIZE,5061049604258,E-03E,https://www.leathercompany.co.uk/images/products/zoom/1721060036-83518200.jpg,9900052127001
0005212800,lf-182,CHESTNUT,ONE SIZE,5061049604265,,https://www.leathercompany.co.uk/images/products/zoom/1721138751-14438900.jpg,9900052128008
0005212900,lf-183,CHESTNUT,ONE SIZE,5061049604272,,https://www.leathercompany.co.uk/images/products/zoom/1721138665-25827500.jpg,9900052129005
0005213000,lf-184,CHESTNUT,ONE SIZE,5061049604289,,https://www.leathercompany.co.uk/images/products/zoom/1721137085-97180200.jpg,9900052130001
0005213100,lf-185,CHESTNUT,ONE SIZE,5061049604296,E-01E,https://www.leathercompany.co.uk/images/products/zoom/1721137367-78947700.jpg,9900052131008
0005213200,lf-186,CHESTNUT,ONE SIZE,5061049604302,E-7A,https://www.leathercompany.co.uk/images/products/zoom/1721137440-92293100.jpg,9900052132005
0005213300,lf-187,CHESTNUT,ONE SIZE,5061049604319,,https://www.leathercompany.co.uk/images/products/1721056589-15882300.jpg,9900052133002
0005060400,lf-188,CHESTNUT,ONE SIZE,5061049604326,E-02C,https://www.leathercompany.co.uk/images/products/zoom/1708703936-55372700.jpg,9900050604009
0005213400,lf-189,CHESTNUT,ONE SIZE,5061049604340,E-7A,https://www.leathercompany.co.uk/images/products/zoom/1721137808-82600300.jpg,9900052134009
0005213500,lf-190,CHESTNUT,ONE SIZE,5061049604357,,https://www.leathercompany.co.uk/images/products/zoom/1721143002-37139500.jpg,9900052135006
0005213600,lf-191,CHESTNUT,ONE SIZE,5061049604364,,https://www.leathercompany.co.uk/images/products/zoom/1724154006-69081900.jpg,9900052136003
0005213700,lf-192,CHESTNUT,ONE SIZE,5056798405737,,https://www.leathercompany.co.uk/images/products/zoom/1721138216-63281600.jpg,9900052137000
0005213800,lf-193,CHESTNUT,ONE SIZE,5056798405744,,https://www.leathercompany.co.uk/images/products/zoom/1721060825-72911100.jpg,9900052138007
0003610300,LIAM,BROWN,,5060474524230,A-22A,https://www.leathercompany.co.uk/images/products/1562930295-16699400.jpg,9900036103007
0004372800,LIAM,TWEED,,5060821286729,A-22A,https://www.leathercompany.co.uk/images/products/1652959064-78318100.jpg,9900043728002
0004882100,licra,BLACK,6,-,,,9900048821005
0004882101,licra,BLACK,8,5056798407939,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1696866826-59751300.jpg,9900048821012
0004882102,licra,BLACK,10,5056798407946,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1696866826-59751300.jpg,9900048821029
0004882103,licra,BLACK,12,5056798407953,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1696866826-59751300.jpg,9900048821036
0004882104,licra,BLACK,14,5056798407960,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1696866826-59751300.jpg,9900048821043
0004882105,licra,BLACK,16,5056798407977,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1696866826-59751300.jpg,9900048821050
0004882106,licra,BLACK,18,5056798407984,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1696866826-59751300.jpg,9900048821067
0004882107,licra,BLACK,20,5056798407991,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1696866826-59751300.jpg,9900048821074
0004882108,licra,BLACK,22,-,,,9900048821081
0004882109,licra,BLACK,24,-,,,9900048821098
0004882110,licra,BLACK,26,-,,,9900048821104
0004882111,licra,BLACK,28,-,,,9900048821111
0005138800,licra,INK BLUE,6,-,,,9900051388007
0005138801,licra,INK BLUE,8,5056798408004,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1713277294-42188200.jpg,9900051388014
0005138802,licra,INK BLUE,10,5056798408011,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1713277294-42188200.jpg,9900051388021
0005138803,licra,INK BLUE,12,5056798408028,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1713277294-42188200.jpg,9900051388038
0005138804,licra,INK BLUE,14,5056798408035,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1713277294-42188200.jpg,9900051388045
0005138805,licra,INK BLUE,16,5056798408042,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1713277294-42188200.jpg,9900051388052
0005138806,licra,INK BLUE,18,5056798408059,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1713277294-42188200.jpg,9900051388069
0005138807,licra,INK BLUE,20,5056798408066,Z-52,https://www.leathercompany.co.uk/images/products/zoom/1713277294-42188200.jpg,9900051388076
0005138808,licra,INK BLUE,22,-,,,9900051388083
0005138809,licra,INK BLUE,24,-,,,9900051388090
0005138810,licra,INK BLUE,26,-,,,9900051388106
0005138811,licra,INK BLUE,28,-,,,9900051388113
0005297100,limerick,avio blue,ONE SIZE,5061027915390,L-12A/12B,https://www.leathercompany.co.uk/images/products/zoom/1727782489-98305400.jpg,9900052971000
0005297000,limerick,BLACK,ONE SIZE,5061027915369,L-16A,https://www.leathercompany.co.uk/images/products/zoom/1727780590-71878100.jpg,9900052970003
0005024300,Lincoln stool,LT TAN,ONE SIZE,-,,,9900050243000
0002081600,LISA MELINA,BLACK,6,-,,,9900020816005
0002081601,LISA MELINA,BLACK,8,-,,https://www.leathercompany.co.uk/images/products/zoom/1454780906-19775500.jpg,9900020816012
0002081602,LISA MELINA,BLACK,10,-,,https://www.leathercompany.co.uk/images/products/zoom/1454780906-19775500.jpg,9900020816029
0002081603,LISA MELINA,BLACK,12,-,,https://www.leathercompany.co.uk/images/products/zoom/1454780906-19775500.jpg,9900020816036
0002081604,LISA MELINA,BLACK,14,-,,https://www.leathercompany.co.uk/images/products/zoom/1454780906-19775500.jpg,9900020816043
0002081605,LISA MELINA,BLACK,16,-,,https://www.leathercompany.co.uk/images/products/zoom/1454780906-19775500.jpg,9900020816050
0002081606,LISA MELINA,BLACK,18,-,,https://www.leathercompany.co.uk/images/products/zoom/1454780906-19775500.jpg,9900020816067
0002081607,LISA MELINA,BLACK,20,-,,https://www.leathercompany.co.uk/images/products/zoom/1454780906-19775500.jpg,9900020816074
0002081608,LISA MELINA,BLACK,22,-,,https://www.leathercompany.co.uk/images/products/zoom/1454780906-19775500.jpg,9900020816081
0002081609,LISA MELINA,BLACK,24,-,,,9900020816098
0002081610,LISA MELINA,BLACK,26,-,,,9900020816104
0002081611,LISA MELINA,BLACK,28,-,,,9900020816111
0001734900,LISA MELINA,BROWN,6,-,,,9900017349004
0001734901,LISA MELINA,BROWN,8,-,,,9900017349011
0001734902,LISA MELINA,BROWN,10,-,,https://www.leathercompany.co.uk/images/products/zoom/1454939429-64422700.jpg,9900017349028
0001734903,LISA MELINA,BROWN,12,-,,https://www.leathercompany.co.uk/images/products/zoom/1454939429-64422700.jpg,9900017349035
0001734904,LISA MELINA,BROWN,14,-,,https://www.leathercompany.co.uk/images/products/zoom/1454939429-64422700.jpg,9900017349042
0001734905,LISA MELINA,BROWN,16,-,,https://www.leathercompany.co.uk/images/products/zoom/1454939429-64422700.jpg,9900017349059
0001734906,LISA MELINA,BROWN,18,-,,https://www.leathercompany.co.uk/images/products/zoom/1454939429-64422700.jpg,9900017349066
0001734907,LISA MELINA,BROWN,20,-,,,9900017349073
0001734908,LISA MELINA,BROWN,22,-,,,9900017349080
0001734909,LISA MELINA,BROWN,24,-,,,9900017349097
0001734910,LISA MELINA,BROWN,26,-,,,9900017349103
0001734911,LISA MELINA,BROWN,28,-,,,9900017349110
0002135200,LISA MELINA,COGNAC,6,-,,,9900021352007
0002135201,LISA MELINA,COGNAC,8,-,,,9900021352014
0002135202,LISA MELINA,COGNAC,10,-,,,9900021352021
0002135203,LISA MELINA,COGNAC,12,-,,,9900021352038
0002135204,LISA MELINA,COGNAC,14,-,,,9900021352045
0002135205,LISA MELINA,COGNAC,16,-,,,9900021352052
0002135206,LISA MELINA,COGNAC,18,-,,,9900021352069
0002135207,LISA MELINA,COGNAC,20,-,,,9900021352076
0002135208,LISA MELINA,COGNAC,22,-,,,9900021352083
0002135209,LISA MELINA,COGNAC,24,-,,,9900021352090
0002135210,LISA MELINA,COGNAC,26,-,,,9900021352106
0002135211,LISA MELINA,COGNAC,28,-,,,9900021352113
0002134000,LISA MELINA,GRAY,6,-,,,9900021340004
0002134001,LISA MELINA,GRAY,8,-,,,9900021340011
0002134002,LISA MELINA,GRAY,10,-,,,9900021340028
0002134003,LISA MELINA,GRAY,12,-,,,9900021340035
0002134004,LISA MELINA,GRAY,14,-,,,9900021340042
0002134005,LISA MELINA,GRAY,16,-,,,9900021340059
0002134006,LISA MELINA,GRAY,18,-,,,9900021340066
0002134007,LISA MELINA,GRAY,20,-,,,9900021340073
0002134008,LISA MELINA,GRAY,22,-,,,9900021340080
0002134009,LISA MELINA,GRAY,24,-,,,9900021340097
0002134010,LISA MELINA,GRAY,26,-,,,9900021340103
0002134011,LISA MELINA,GRAY,28,-,,,9900021340110
0001737300,LISA MELINA,ROSA,6,-,,,9900017373009
0001737301,LISA MELINA,ROSA,8,-,,,9900017373016
0001737302,LISA MELINA,ROSA,10,-,,,9900017373023
0001737303,LISA MELINA,ROSA,12,-,,,9900017373030
0001737304,LISA MELINA,ROSA,14,-,,,9900017373047
0001737305,LISA MELINA,ROSA,16,-,,,9900017373054
0001737306,LISA MELINA,ROSA,18,-,,,9900017373061
0001737307,LISA MELINA,ROSA,20,-,,,9900017373078
0001737308,LISA MELINA,ROSA,22,-,,,9900017373085
0001737309,LISA MELINA,ROSA,24,-,,,9900017373092
0001737310,LISA MELINA,ROSA,26,-,,,9900017373108
0001737311,LISA MELINA,ROSA,28,-,,,9900017373115
0000629000,LKL 309,BLACK/NAP,6,-,,,9900006290003
0000629001,LKL 309,BLACK/NAP,8,-,,,9900006290010
0000629002,LKL 309,BLACK/NAP,10,-,,,9900006290027
0000629003,LKL 309,BLACK/NAP,12,-,,,9900006290034
0000629004,LKL 309,BLACK/NAP,14,-,,,9900006290041
0000629005,LKL 309,BLACK/NAP,16,-,,,9900006290058
0000629006,LKL 309,BLACK/NAP,18,-,,,9900006290065
0000629007,LKL 309,BLACK/NAP,20,-,,,9900006290072
0000629008,LKL 309,BLACK/NAP,22,-,,,9900006290089
0000629009,LKL 309,BLACK/NAP,24,-,,,9900006290096
0000629010,LKL 309,BLACK/NAP,26,-,,,9900006290102
0000629011,LKL 309,BLACK/NAP,28,-,,,9900006290119
0001212900,LKL 309,COGNAC,6,-,,,9900012129007
0001212901,LKL 309,COGNAC,8,-,,,9900012129014
0001212902,LKL 309,COGNAC,10,-,,,9900012129021
0001212903,LKL 309,COGNAC,12,-,,,9900012129038
0001212904,LKL 309,COGNAC,14,-,,,9900012129045
0001212905,LKL 309,COGNAC,16,-,,,9900012129052
0001212906,LKL 309,COGNAC,18,-,,,9900012129069
0001212907,LKL 309,COGNAC,20,-,,,9900012129076
0001212908,LKL 309,COGNAC,22,-,,,9900012129083
0001212909,LKL 309,COGNAC,24,-,,,9900012129090
0001212910,LKL 309,COGNAC,26,-,,,9900012129106
0001212911,LKL 309,COGNAC,28,-,,,9900012129113
0001214100,LKL 309,MID BROWN/APP,6,-,,,9900012141009
0001214101,LKL 309,MID BROWN/APP,8,-,,,9900012141016
0001214102,LKL 309,MID BROWN/APP,10,-,,,9900012141023
0001214103,LKL 309,MID BROWN/APP,12,-,,,9900012141030
0001214104,LKL 309,MID BROWN/APP,14,-,,,9900012141047
0001214105,LKL 309,MID BROWN/APP,16,-,,,9900012141054
0001214106,LKL 309,MID BROWN/APP,18,-,,,9900012141061
0001214107,LKL 309,MID BROWN/APP,20,-,,,9900012141078
0001214108,LKL 309,MID BROWN/APP,22,-,,,9900012141085
0001214109,LKL 309,MID BROWN/APP,24,-,,,9900012141092
0001214110,LKL 309,MID BROWN/APP,26,-,,,9900012141108
0001214111,LKL 309,MID BROWN/APP,28,-,,,9900012141115
0001272600,LKL 309,STONE,6,-,,,9900012726008
0001272601,LKL 309,STONE,8,-,,,9900012726015
0001272602,LKL 309,STONE,10,-,,,9900012726022
0001272603,LKL 309,STONE,12,-,,,9900012726039
0001272604,LKL 309,STONE,14,-,,,9900012726046
0001272605,LKL 309,STONE,16,-,,,9900012726053
0001272606,LKL 309,STONE,18,-,,,9900012726060
0001272607,LKL 309,STONE,20,-,,,9900012726077
0001272608,LKL 309,STONE,22,-,,,9900012726084
0001272609,LKL 309,STONE,24,-,,,9900012726091
0001272610,LKL 309,STONE,26,-,,,9900012726107
0001272611,LKL 309,STONE,28,-,,,9900012726114
0000492300,LKL-280,BLACK/APP,6,-,,,9900004923002
0000492301,LKL-280,BLACK/APP,8,-,,,9900004923019
0000492302,LKL-280,BLACK/APP,10,-,,,9900004923026
0000492303,LKL-280,BLACK/APP,12,-,,,9900004923033
0000492304,LKL-280,BLACK/APP,14,-,,,9900004923040
0000492305,LKL-280,BLACK/APP,16,-,,,9900004923057
0000492306,LKL-280,BLACK/APP,18,-,,,9900004923064
0000492307,LKL-280,BLACK/APP,20,-,,,9900004923071
0000492308,LKL-280,BLACK/APP,22,-,,,9900004923088
0000492309,LKL-280,BLACK/APP,24,-,,,9900004923095
0000492310,LKL-280,BLACK/APP,26,-,,,9900004923101
0000492311,LKL-280,BLACK/APP,28,-,,,9900004923118
0000494700,LKL-280,COGNAC/APP,6,-,,,9900004947008
0000494701,LKL-280,COGNAC/APP,8,-,,,9900004947015
0000494702,LKL-280,COGNAC/APP,10,-,,,9900004947022
0000494703,LKL-280,COGNAC/APP,12,-,,,9900004947039
0000494704,LKL-280,COGNAC/APP,14,-,,,9900004947046
0000494705,LKL-280,COGNAC/APP,16,-,,,9900004947053
0000494706,LKL-280,COGNAC/APP,18,-,,,9900004947060
0000494707,LKL-280,COGNAC/APP,20,-,,,9900004947077
0000494708,LKL-280,COGNAC/APP,22,-,,,9900004947084
0000494709,LKL-280,COGNAC/APP,24,-,,,9900004947091
0000494710,LKL-280,COGNAC/APP,26,-,,,9900004947107
0000494711,LKL-280,COGNAC/APP,28,-,,,9900004947114
0000495900,LKL-280,MID BROWN/APP,6,-,,,9900004959001
0000495901,LKL-280,MID BROWN/APP,8,-,,,9900004959018
0000495902,LKL-280,MID BROWN/APP,10,-,,,9900004959025
0000495903,LKL-280,MID BROWN/APP,12,-,,,9900004959032
0000495904,LKL-280,MID BROWN/APP,14,-,,,9900004959049
0000495905,LKL-280,MID BROWN/APP,16,-,,,9900004959056
0000495906,LKL-280,MID BROWN/APP,18,-,,,9900004959063
0000495907,LKL-280,MID BROWN/APP,20,-,,,9900004959070
0000495908,LKL-280,MID BROWN/APP,22,-,,,9900004959087
0000495909,LKL-280,MID BROWN/APP,24,-,,,9900004959094
0000495910,LKL-280,MID BROWN/APP,26,-,,,9900004959100
0000495911,LKL-280,MID BROWN/APP,28,-,,,9900004959117
0000493500,LKL-280,RED/APP,6,-,,,9900004935005
0000493501,LKL-280,RED/APP,8,-,,,9900004935012
0000493502,LKL-280,RED/APP,10,-,,,9900004935029
0000493503,LKL-280,RED/APP,12,-,,,9900004935036
0000493504,LKL-280,RED/APP,14,-,,,9900004935043
0000493505,LKL-280,RED/APP,16,-,,,9900004935050
0000493506,LKL-280,RED/APP,18,-,,,9900004935067
0000493507,LKL-280,RED/APP,20,-,,,9900004935074
0000493508,LKL-280,RED/APP,22,-,,,9900004935081
0000493509,LKL-280,RED/APP,24,-,,,9900004935098
0000493510,LKL-280,RED/APP,26,-,,,9900004935104
0000493511,LKL-280,RED/APP,28,-,,,9900004935111
0000452700,LKL-461,BLACK/APP,6,-,,,9900004527002
0000452701,LKL-461,BLACK/APP,8,-,,,9900004527019
0000452702,LKL-461,BLACK/APP,10,-,,,9900004527026
0000452703,LKL-461,BLACK/APP,12,-,,,9900004527033
0000452704,LKL-461,BLACK/APP,14,-,,,9900004527040
0000452705,LKL-461,BLACK/APP,16,-,,,9900004527057
0000452706,LKL-461,BLACK/APP,18,-,,,9900004527064
0000452707,LKL-461,BLACK/APP,20,-,,,9900004527071
0000452708,LKL-461,BLACK/APP,22,-,,,9900004527088
0000452709,LKL-461,BLACK/APP,24,-,,,9900004527095
0000452710,LKL-461,BLACK/APP,26,-,,,9900004527101
0000452711,LKL-461,BLACK/APP,28,-,,,9900004527118
0000638600,LKL-461,BLACK/NAP,6,-,,,9900006386003
0000638601,LKL-461,BLACK/NAP,8,-,,,9900006386010
0000638602,LKL-461,BLACK/NAP,10,-,,,9900006386027
0000638603,LKL-461,BLACK/NAP,12,-,,,9900006386034
0000638604,LKL-461,BLACK/NAP,14,-,,,9900006386041
0000638605,LKL-461,BLACK/NAP,16,-,,,9900006386058
0000638606,LKL-461,BLACK/NAP,18,-,,,9900006386065
0000638607,LKL-461,BLACK/NAP,20,-,,,9900006386072
0000638608,LKL-461,BLACK/NAP,22,-,,,9900006386089
0000638609,LKL-461,BLACK/NAP,24,-,,,9900006386096
0000638610,LKL-461,BLACK/NAP,26,-,,,9900006386102
0000638611,LKL-461,BLACK/NAP,28,-,,,9900006386119
0000453900,LKL-461,COGNAC/APP,6,-,,,9900004539005
0000453901,LKL-461,COGNAC/APP,8,-,,,9900004539012
0000453902,LKL-461,COGNAC/APP,10,-,,,9900004539029
0000453903,LKL-461,COGNAC/APP,12,-,,,9900004539036
0000453904,LKL-461,COGNAC/APP,14,-,,,9900004539043
0000453905,LKL-461,COGNAC/APP,16,-,,,9900004539050
0000453906,LKL-461,COGNAC/APP,18,-,,,9900004539067
0000453907,LKL-461,COGNAC/APP,20,-,,,9900004539074
0000453908,LKL-461,COGNAC/APP,22,-,,,9900004539081
0000453909,LKL-461,COGNAC/APP,24,-,,,9900004539098
0000453910,LKL-461,COGNAC/APP,26,-,,,9900004539104
0000453911,LKL-461,COGNAC/APP,28,-,,,9900004539111
0000639800,LKL-461,COGNAC/NAP,6,-,,,9900006398006
0000639801,LKL-461,COGNAC/NAP,8,-,,,9900006398013
0000639802,LKL-461,COGNAC/NAP,10,-,,,9900006398020
0000639803,LKL-461,COGNAC/NAP,12,-,,,9900006398037
0000639804,LKL-461,COGNAC/NAP,14,-,,,9900006398044
0000639805,LKL-461,COGNAC/NAP,16,-,,,9900006398051
0000639806,LKL-461,COGNAC/NAP,18,-,,,9900006398068
0000639807,LKL-461,COGNAC/NAP,20,-,,,9900006398075
0000639808,LKL-461,COGNAC/NAP,22,-,,,9900006398082
0000639809,LKL-461,COGNAC/NAP,24,-,,,9900006398099
0000639810,LKL-461,COGNAC/NAP,26,-,,,9900006398105
0000639811,LKL-461,COGNAC/NAP,28,-,,,9900006398112
0000455100,LKL-461,MID BROWN/APP,6,-,,,9900004551007
0000455101,LKL-461,MID BROWN/APP,8,-,,,9900004551014
0000455102,LKL-461,MID BROWN/APP,10,-,,,9900004551021
0000455103,LKL-461,MID BROWN/APP,12,-,,,9900004551038
0000455104,LKL-461,MID BROWN/APP,14,-,,,9900004551045
0000455105,LKL-461,MID BROWN/APP,16,-,,,9900004551052
0000455106,LKL-461,MID BROWN/APP,18,-,,,9900004551069
0000455107,LKL-461,MID BROWN/APP,20,-,,,9900004551076
0000455108,LKL-461,MID BROWN/APP,22,-,,,9900004551083
0000455109,LKL-461,MID BROWN/APP,24,-,,,9900004551090
0000455110,LKL-461,MID BROWN/APP,26,-,,,9900004551106
0000455111,LKL-461,MID BROWN/APP,28,-,,,9900004551113
0000641000,LKL-461,MID BROWN/NAP,6,-,,,9900006410005
0000641001,LKL-461,MID BROWN/NAP,8,-,,,9900006410012
0000641002,LKL-461,MID BROWN/NAP,10,-,,,9900006410029
0000641003,LKL-461,MID BROWN/NAP,12,-,,,9900006410036
0000641004,LKL-461,MID BROWN/NAP,14,-,,,9900006410043
0000641005,LKL-461,MID BROWN/NAP,16,-,,,9900006410050
0000641006,LKL-461,MID BROWN/NAP,18,-,,,9900006410067
0000641007,LKL-461,MID BROWN/NAP,20,-,,,9900006410074
0000641008,LKL-461,MID BROWN/NAP,22,-,,,9900006410081
0000641009,LKL-461,MID BROWN/NAP,24,-,,,9900006410098
0000641010,LKL-461,MID BROWN/NAP,26,-,,,9900006410104
0000641011,LKL-461,MID BROWN/NAP,28,-,,,9900006410111
0000950300,LKL-484,BLACK/DDY,6,-,,,9900009503001
0000950301,LKL-484,BLACK/DDY,8,-,,,9900009503018
0000950302,LKL-484,BLACK/DDY,10,-,,,9900009503025
0000950303,LKL-484,BLACK/DDY,12,-,,,9900009503032
0000950304,LKL-484,BLACK/DDY,14,-,,,9900009503049
0000950305,LKL-484,BLACK/DDY,16,-,,,9900009503056
0000950306,LKL-484,BLACK/DDY,18,-,,,9900009503063
0000950307,LKL-484,BLACK/DDY,20,-,,,9900009503070
0000950308,LKL-484,BLACK/DDY,22,-,,,9900009503087
0000950309,LKL-484,BLACK/DDY,24,-,,,9900009503094
0000950310,LKL-484,BLACK/DDY,26,-,,,9900009503100
0000950311,LKL-484,BLACK/DDY,28,-,,,9900009503117
0000952700,LKL-484,COGNAC/DDY,6,-,,,9900009527007
0000952701,LKL-484,COGNAC/DDY,8,-,,,9900009527014
0000952702,LKL-484,COGNAC/DDY,10,-,,,9900009527021
0000952703,LKL-484,COGNAC/DDY,12,-,,,9900009527038
0000952704,LKL-484,COGNAC/DDY,14,-,,,9900009527045
0000952705,LKL-484,COGNAC/DDY,16,-,,,9900009527052
0000952706,LKL-484,COGNAC/DDY,18,-,,,9900009527069
0000952707,LKL-484,COGNAC/DDY,20,-,,,9900009527076
0000952708,LKL-484,COGNAC/DDY,22,-,,,9900009527083
0000952709,LKL-484,COGNAC/DDY,24,-,,,9900009527090
0000952710,LKL-484,COGNAC/DDY,26,-,,,9900009527106
0000952711,LKL-484,COGNAC/DDY,28,-,,,9900009527113
0000951500,LKL-484,MID BROWN,6,-,,,9900009515004
0000951501,LKL-484,MID BROWN,8,-,,,9900009515011
0000951502,LKL-484,MID BROWN,10,-,,,9900009515028
0000951503,LKL-484,MID BROWN,12,-,,,9900009515035
0000951504,LKL-484,MID BROWN,14,-,,,9900009515042
0000951505,LKL-484,MID BROWN,16,-,,,9900009515059
0000951506,LKL-484,MID BROWN,18,-,,,9900009515066
0000951507,LKL-484,MID BROWN,20,-,,,9900009515073
0000951508,LKL-484,MID BROWN,22,-,,,9900009515080
0000951509,LKL-484,MID BROWN,24,-,,,9900009515097
0000951510,LKL-484,MID BROWN,26,-,,,9900009515103
0000951511,LKL-484,MID BROWN,28,-,,,9900009515110
0000953900,LKL-484,RED,6,-,,,9900009539000
0000953901,LKL-484,RED,8,-,,,9900009539017
0000953902,LKL-484,RED,10,-,,,9900009539024
0000953903,LKL-484,RED,12,-,,,9900009539031
0000953904,LKL-484,RED,14,-,,,9900009539048
0000953905,LKL-484,RED,16,-,,,9900009539055
0000953906,LKL-484,RED,18,-,,,9900009539062
0000953907,LKL-484,RED,20,-,,,9900009539079
0000953908,LKL-484,RED,22,-,,,9900009539086
0000953909,LKL-484,RED,24,-,,,9900009539093
0000953910,LKL-484,RED,26,-,,,9900009539109
0000953911,LKL-484,RED,28,-,,,9900009539116
0000499500,LKL-529,BLACK/ANI,6,-,,,9900004995009
0000499501,LKL-529,BLACK/ANI,8,-,,,9900004995016
0000499502,LKL-529,BLACK/ANI,10,-,,,9900004995023
0000499503,LKL-529,BLACK/ANI,12,-,,,9900004995030
0000499504,LKL-529,BLACK/ANI,14,-,,,9900004995047
0000499505,LKL-529,BLACK/ANI,16,-,,,9900004995054
0000499506,LKL-529,BLACK/ANI,18,-,,,9900004995061
0000499507,LKL-529,BLACK/ANI,20,-,,,9900004995078
0000499508,LKL-529,BLACK/ANI,22,-,,,9900004995085
0000499509,LKL-529,BLACK/ANI,24,-,,,9900004995092
0000499510,LKL-529,BLACK/ANI,26,-,,,9900004995108
0000499511,LKL-529,BLACK/ANI,28,-,,,9900004995115
0000498300,LKL-529,DARK-BROWN,6,-,,,9900004983006
0000498301,LKL-529,DARK-BROWN,8,-,,,9900004983013
0000498302,LKL-529,DARK-BROWN,10,-,,,9900004983020
0000498303,LKL-529,DARK-BROWN,12,-,,,9900004983037
0000498304,LKL-529,DARK-BROWN,14,-,,,9900004983044
0000498305,LKL-529,DARK-BROWN,16,-,,,9900004983051
0000498306,LKL-529,DARK-BROWN,18,-,,,9900004983068
0000498307,LKL-529,DARK-BROWN,20,-,,,9900004983075
0000498308,LKL-529,DARK-BROWN,22,-,,,9900004983082
0000498309,LKL-529,DARK-BROWN,24,-,,,9900004983099
0000498310,LKL-529,DARK-BROWN,26,-,,,9900004983105
0000498311,LKL-529,DARK-BROWN,28,-,,,9900004983112
0000500700,LKL-529,MID BROWN/APP,6,-,,,9900005007008
0000500701,LKL-529,MID BROWN/APP,8,-,,,9900005007015
0000500702,LKL-529,MID BROWN/APP,10,-,,,9900005007022
0000500703,LKL-529,MID BROWN/APP,12,-,,,9900005007039
0000500704,LKL-529,MID BROWN/APP,14,-,,,9900005007046
0000500705,LKL-529,MID BROWN/APP,16,-,,,9900005007053
0000500706,LKL-529,MID BROWN/APP,18,-,,,9900005007060
0000500707,LKL-529,MID BROWN/APP,20,-,,,9900005007077
0000500708,LKL-529,MID BROWN/APP,22,-,,,9900005007084
0000500709,LKL-529,MID BROWN/APP,24,-,,,9900005007091
0000500710,LKL-529,MID BROWN/APP,26,-,,,9900005007107
0000500711,LKL-529,MID BROWN/APP,28,-,,,9900005007114
0000949100,LKL-529,NAVY/NAP,6,-,,,9900009491001
0000949101,LKL-529,NAVY/NAP,8,-,,,9900009491018
0000949102,LKL-529,NAVY/NAP,10,-,,,9900009491025
0000949103,LKL-529,NAVY/NAP,12,-,,,9900009491032
0000949104,LKL-529,NAVY/NAP,14,-,,,9900009491049
0000949105,LKL-529,NAVY/NAP,16,-,,,9900009491056
0000949106,LKL-529,NAVY/NAP,18,-,,,9900009491063
0000949107,LKL-529,NAVY/NAP,20,-,,,9900009491070
0000949108,LKL-529,NAVY/NAP,22,-,,,9900009491087
0000949109,LKL-529,NAVY/NAP,24,-,,,9900009491094
0000949110,LKL-529,NAVY/NAP,26,-,,,9900009491100
0000949111,LKL-529,NAVY/NAP,28,-,,,9900009491117
0000497100,LKL-529,TAN/ANI,6,-,,,9900004971003
0000497101,LKL-529,TAN/ANI,8,-,,,9900004971010
0000497102,LKL-529,TAN/ANI,10,-,,,9900004971027
0000497103,LKL-529,TAN/ANI,12,-,,,9900004971034
0000497104,LKL-529,TAN/ANI,14,-,,,9900004971041
0000497105,LKL-529,TAN/ANI,16,-,,,9900004971058
0000497106,LKL-529,TAN/ANI,18,-,,,9900004971065
0000497107,LKL-529,TAN/ANI,20,-,,,9900004971072
0000497108,LKL-529,TAN/ANI,22,-,,,9900004971089
0000497109,LKL-529,TAN/ANI,24,-,,,9900004971096
0000497110,LKL-529,TAN/ANI,26,-,,,9900004971102
0000497111,LKL-529,TAN/ANI,28,-,,,9900004971119
0001405400,LKL-612,BLACK,XXXS,-,,,9900014054000
0001405401,LKL-612,BLACK,XXS,-,,,9900014054017
0001405402,LKL-612,BLACK,XS,-,,,9900014054024
0001405403,LKL-612,BLACK,S,-,,,9900014054031
0001405404,LKL-612,BLACK,M,-,,,9900014054048
0001405405,LKL-612,BLACK,L,-,,,9900014054055
0001405406,LKL-612,BLACK,XL,-,,,9900014054062
0001405407,LKL-612,BLACK,2XL,-,,,9900014054079
0001405408,LKL-612,BLACK,3XL,-,,,9900014054086
0001405409,LKL-612,BLACK,4XL,-,,,9900014054093
0001405410,LKL-612,BLACK,5XL,-,,,9900014054109
0001405411,LKL-612,BLACK,6XL,-,,,9900014054116
0001405412,LKL-612,BLACK,7XL,-,,,9900014054123
0001405413,LKL-612,BLACK,8XL,-,,,9900014054130
0001405414,LKL-612,BLACK,9XL,-,,,9900014054147
0000565000,LKL-612,BROWN/NAP,XXXS,-,,,9900005650006
